sku,attribute_set_code,product_type,categories,product_websites,name,product_online,price,special_price,special_price_from_date,special_price_to_date,description,short_description,url_key,meta_title,meta_keywords,meta_description,base_image,small_image,thumbnail_image,swatch_image,additional_images,additional_attributes,visibility,qty,total_qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,qty_2,qty_8
561959,Default,simple,Default Category/Shop by Category/Breakfast Cereals | Granola,"base,mailpacshopclub",Quaker Instant Oatmeal 52 Units / 43 g / 1.51 oz,1,3310.85,,,,"Quaker Oats Instant Oatmeal is made 100% whole grain oats, which, in addition to being delicious, may help reduce the risk of heart disease. These tasty oats are also an excellent source of iron and other essentials vitamins and minerals. By adding this to your grocery list, you can have a low-fat, low-cholesterol product on hand.",Breakfast Cereals | Granola,Quaker Instant Oatmeal 52 Units / 43 g / 1.51 oz-561959,Quaker Instant Oatmeal 52 Units / 43 g / 1.51 oz,Quaker Instant Oatmeal 52 Units / 43 g / 1.51 oz,Quaker Instant Oatmeal 52 Units / 43 g / 1.51 oz,W561959_1.jpg,W561959_1.jpg,W561959_1.jpg,W561959_1.jpg,"W561959_1.jpg,W561959_2.jpg,W561959_3.jpg,W561959_4.jpg,W561959_5.jpg,W561959_6.jpg","cost=2879.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
294028,Default,simple,Default Category/Shop by Category/Breakfast Cereals | Granola,"base,mailpacshopclub",Foska Oats 3 Units /400 g,1,849.85,,,,"Foska Oats, everybody's favorite original oats. The healthy way everyday. Made in Jamaica. Cholesterol free. Rolled oats are one of the most wholesome, tasty and well balanced foods for children and adults alike.
Best if store on a cool, dry, odour-free area.
Multiple ways to prepare either Stove or microwave.",Breakfast Cereals | Granola,Foska Oats 3 Units /400 g-294028,Foska Oats 3 Units /400 g,Foska Oats 3 Units /400 g,Foska Oats 3 Units /400 g,W294028_1.jpg,W294028_1.jpg,W294028_1.jpg,W294028_1.jpg,"W294028_1.jpg,W294028_2.jpg,W294028_3.jpg,W294028_4.jpg,W294028_5.jpg,W294028_6.jpg","cost=739.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
342948,Default,simple,Default Category/Shop by Category/Meat,"base,mailpacshopclub",Hamilton's Black Forest Ham 650 g,1,1551.35,,,,How about sweet and sour pork for your lunch today? Make different preparations with the pork of your choice that we offer in each club.,Meat,Hamilton's Black Forest Ham 650 g-342948,Hamilton's Black Forest Ham 650 g,Hamilton's Black Forest Ham 650 g,Hamilton's Black Forest Ham 650 g,W342948_1.jpg,W342948_1.jpg,W342948_1.jpg,W342948_1.jpg,"W342948_1.jpg,W342948_2.jpg","cost=1349.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
301784,Default,simple,Default Category/Shop by Category/Meat,"base,mailpacshopclub",Selection Chilled Ground Beef 85% Lean/15% Fat Tray,1,3126.16,,,,"Imported Product | Our fresh ground beef is perfect for a variety of recipes such as burgers, tacos, meatballs and chili con carne. Produced with high quality beef, our ground beef is carefully ground and packaged to ensure freshness. You can be sure you're getting the best quality ground beef for your favorite meals.",Meat,Selection Chilled Ground Beef 85% Lean/15% Fat Tray-301784,Selection Chilled Ground Beef 85% Lean/15% Fat Tray,Selection Chilled Ground Beef 85% Lean/15% Fat Tray,Selection Chilled Ground Beef 85% Lean/15% Fat Tray,W301784_1.jpg,W301784_1.jpg,W301784_1.jpg,W301784_1.jpg,"W301784_1.jpg,W301784_2.jpg,W301784_3.jpg,W301784_4.jpg","cost=2718.4,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
301785,Default,simple,Default Category/Shop by Category/Meat,"base,mailpacshopclub","Selection Chilled Ground Beef, 85% Lean/15% Fat, Bag",1,9231.34,,,,"Imported product | Delicious ground beef ready to make your best preparations. Add it to a pasta to make a magnificent bolognese or make delicious meatballs. The flavor of our meats is unmatched, take home delicious and unique cuts to enjoy with your family at any time.",Meat,"Selection Chilled Ground Beef, 85% Lean/15% Fat, Bag-301785","Selection Chilled Ground Beef, 85% Lean/15% Fat, Bag","Selection Chilled Ground Beef, 85% Lean/15% Fat, Bag","Selection Chilled Ground Beef, 85% Lean/15% Fat, Bag",W301785_1.jpg,W301785_1.jpg,W301785_1.jpg,W301785_1.jpg,"W301785_1.jpg,W301785_2.jpg,W301785_3.jpg,W301785_4.jpg","cost=8027.25,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
214974,Default,simple,Default Category/Shop by Category/Meat,"base,mailpacshopclub",Chilled Smoked Pork Chop Vacuum Packed,1,2339.97,,,,"Local product | Smoked pork chop is obtained from the pork loin, specifically from the part near the ribs. It is a juicy and tender cut that you can serve in special celebrations or in your daily life. Prepare it in the oven, seasoning the chop with spices and herbs, then roast it over medium-high heat until golden brown on the outside and tender on the inside. Serve with fresh coleslaw or homemade mashed potatoes.",Meat,Chilled Smoked Pork Chop Vacuum Packed-214974,Chilled Smoked Pork Chop Vacuum Packed,Chilled Smoked Pork Chop Vacuum Packed,Chilled Smoked Pork Chop Vacuum Packed,W214974_1.jpg,W214974_1.jpg,W214974_1.jpg,W214974_1.jpg,"W214974_1.jpg,W214974_2.jpg,W214974_3.jpg,W214974_4.jpg","cost=2034.756,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
227994,Default,simple,Default Category/Shop by Category/Fresh Bakery,"base,mailpacshopclub",Selection Freshly Made Assorted Doughnuts 12 Units,1,1349.0,,,,"Enjoy the delicious variety of Member's Selection donuts in our box of 12 freshly made donuts. Includes 4 donuts with chocolate topping, 4 with vanilla topping, 2 with chocolate chip topping, and 2 with vanilla chip topping. Surprise your family or friends with these delicious donuts at any time of the day. At Virtual Mart, we take care of your desserts and snacks so you can enjoy sweet and fun moments.",Fresh Bakery,Selection Freshly Made Assorted Doughnuts 12 Units-227994,Selection Freshly Made Assorted Doughnuts 12 Units,Selection Freshly Made Assorted Doughnuts 12 Units,Selection Freshly Made Assorted Doughnuts 12 Units,W227994_1.jpg,W227994_1.jpg,W227994_1.jpg,W227994_1.jpg,"W227994_1.jpg,W227994_2.jpg,W227994_3.jpg,W227994_4.jpg,W227994_5.jpg,W227994_6.jpg","cost=1173.04,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
384206,Default,simple,Default Category/Shop by Category/Meat,"base,mailpacshopclub",Smart Pak Pre Packed Pig tail Vacuum packed 1.5 kg / 3.3 lb,1,1896.35,,,,"Local product | Pig tail is the ideal ingredient to prepare a typical dish and share with the family. Know all the recipes you can cook, either in broth, with rice or with chickpeas. The regular consumption of fresh pork meat provides vitamins and nutrients essential for the development of children and adults.",Meat,Smart Pak Pre Packed Pig tail Vacuum packed 1.5 kg / 3.3 lb-384206,Smart Pak Pre Packed Pig tail Vacuum packed 1.5 kg / 3.3 lb,Smart Pak Pre Packed Pig tail Vacuum packed 1.5 kg / 3.3 lb,Smart Pak Pre Packed Pig tail Vacuum packed 1.5 kg / 3.3 lb,W384206_1.jpg,W384206_1.jpg,W384206_1.jpg,W384206_1.jpg,"W384206_1.jpg,W384206_2.jpg,W384206_3.jpg,W384206_4.jpg","cost=1649.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
447928,Default,simple,Default Category/Shop by Category/Meat,"base,mailpacshopclub",Lillan Frozen Mutton Meat 4.54 kg / 10 lb Box,1,8336.35,,,,Imported product | Learn how to cook extraordinary dishes with a new addition to your menu. Taste the delicious flavor of goat meat and surprise your family with its varied preparations.,Meat,Lillan Frozen Mutton Meat 4.54 kg / 10 lb Box-447928,Lillan Frozen Mutton Meat 4.54 kg / 10 lb Box,Lillan Frozen Mutton Meat 4.54 kg / 10 lb Box,Lillan Frozen Mutton Meat 4.54 kg / 10 lb Box,W447928_1.jpg,W447928_1.jpg,W447928_1.jpg,W447928_1.jpg,"W447928_1.jpg,W447928_2.jpg,W447928_3.jpg,W447928_4.jpg","cost=7249.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
290993,Default,simple,Default Category/Shop by Category/Fresh Bakery,"base,mailpacshopclub",Selection Freshly Baked Chocolate Chip Cookies 24 Units,1,999.0,,,,"Don't miss the opportunity to try these delicious chocolate chip cookies from Member's Selection! They are made with quality ingredients and are baked daily so you can enjoy their fresh, authentic taste. Plus, their crunchy outside and soft inside will leave you wanting more. This box of 24 Units is perfect to share with your loved ones on any occasion, whether as a snack or to enjoy as an afternoon snack.",Fresh Bakery,Selection Freshly Baked Chocolate Chip Cookies 24 Units-290993,Selection Freshly Baked Chocolate Chip Cookies 24 Units,Selection Freshly Baked Chocolate Chip Cookies 24 Units,Selection Freshly Baked Chocolate Chip Cookies 24 Units,W290993_1.jpg,W290993_1.jpg,W290993_1.jpg,W290993_1.jpg,"W290993_1.jpg,W290993_2.jpg,W290993_3.jpg,W290993_4.jpg,W290993_5.jpg,W290993_6.jpg","cost=868.7,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
291154,Default,simple,Default Category/Shop by Category/Fresh Bakery,"base,mailpacshopclub",Selection Freshly Baked Oatmeal Cookies 24 Units,1,999.0,,,,"Try our oatmeal cookies, they are crunchy and delicious. Made and baked daily, with fresh, carefully selected ingredients. Enjoy them in our 24 Units presentation. Ideal for sharing with those you love most, perfect for dessert after lunch or perfect for a quick afternoon snack or sharing at a family gathering. Let Virtual Mart take care of your desserts and snacks.",Fresh Bakery,Selection Freshly Baked Oatmeal Cookies 24 Units-291154,Selection Freshly Baked Oatmeal Cookies 24 Units,Selection Freshly Baked Oatmeal Cookies 24 Units,Selection Freshly Baked Oatmeal Cookies 24 Units,W291154_1.jpg,W291154_1.jpg,W291154_1.jpg,W291154_1.jpg,"W291154_1.jpg,W291154_2.jpg,W291154_3.jpg,W291154_4.jpg,W291154_5.jpg,W291154_6.jpg","cost=868.7,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
43550,Default,simple,Default Category/Shop by Category/Meat,"base,mailpacshopclub",Selection Angus Beef Patties 15 Units / 2.26 kg / 5 lb,1,6611.35,,,,"Enjoy Member's Selection's delicious Angus burger! This package includes 15 patties made with high quality ground Angus beef, totaling 5 pounds of ground beef. Each burger is made to delight your taste buds with its rich, juicy flavor and is perfect for grilling, pan-frying or even baking. These homemade burgers are perfect for sharing with family and friends at a barbecue or casual gathering. Plus, try Member's Selection Angus Burger and experience the taste of high quality beef in every bite!",Meat,Selection Angus Beef Patties 15 Units / 2.26 kg / 5 lb-43550,Selection Angus Beef Patties 15 Units / 2.26 kg / 5 lb,Selection Angus Beef Patties 15 Units / 2.26 kg / 5 lb,Selection Angus Beef Patties 15 Units / 2.26 kg / 5 lb,W43550_1.jpg,W43550_1.jpg,W43550_1.jpg,W43550_1.jpg,"W43550_1.jpg,W43550_2.jpg,W43550_3.jpg,W43550_4.jpg,W43550_5.jpg,W43550_6.jpg","cost=5749.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
261899,Default,simple,Default Category/Shop by Category/Fresh Bakery,"base,mailpacshopclub",Selection Vanilla Chocolate Cake Freshly Baked 20 to 25 Slices,1,2799.0,,,,"Member's Selection's freshly baked vanilla and chocolate cake is the ideal choice for your celebrations. With its traditional vanilla-flavored crust, filled with dulce de leche and decorated with vanilla buttercream, this delicious cake will delight everyone at the party. With a capacity of 20 to 25 slices, it is perfect for sharing with friends and family. Best of all, it is prepared and baked daily with fresh, carefully selected ingredients to ensure an exceptional taste experience.",Fresh Bakery,Selection Vanilla Chocolate Cake Freshly Baked 20 to 25 Slices-261899,Selection Vanilla Chocolate Cake Freshly Baked 20 to 25 Slices,Selection Vanilla Chocolate Cake Freshly Baked 20 to 25 Slices,Selection Vanilla Chocolate Cake Freshly Baked 20 to 25 Slices,W261899_1.jpg,W261899_1.jpg,W261899_1.jpg,W261899_1.jpg,"W261899_1.jpg,W261899_2.jpg,W261899_3.jpg,W261899_4.jpg,W261899_5.jpg,W261899_6.jpg","cost=2433.91,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
337131,Default,simple,Default Category/Shop by Category/Meat,"base,mailpacshopclub",Lillan Frozen Oxtail Bag 1 kg / 2.2 lb,1,3793.85,,,,"Imported product | Beef tail is composed of a combination of meat, fat and gelatin, which gives it a gelatinous texture and a deep, rich flavor. Prepare it in a long simmer to tenderize the meat and allow the flavors to meld. Taste a delicious stew.",Meat,Lillan Frozen Oxtail Bag 1 kg / 2.2 lb-337131,Lillan Frozen Oxtail Bag 1 kg / 2.2 lb,Lillan Frozen Oxtail Bag 1 kg / 2.2 lb,Lillan Frozen Oxtail Bag 1 kg / 2.2 lb,W337131_1.jpg,W337131_1.jpg,W337131_1.jpg,W337131_1.jpg,"W337131_1.jpg,W337131_2.jpg,W337131_3.jpg,W337131_4.jpg,W337131_5.jpg","cost=3299.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
288463,Default,simple,Default Category/Shop by Category/Fresh Bakery,"base,mailpacshopclub",Selection Fresh Baked Vanilla Cupcakes 12 Units,1,1495.0,,,,"Enjoy the sweetness and fluffiness of Member's Selection Freshly Baked Vanilla Cupcakes! With a traditional batter and exquisite flavor that blends perfectly with the vanilla buttercream and colorful candies in the decoration. In our presentation of 12 Units, they are ideal to share with friends and family on any occasion. Savor the pleasure in every bite and sweeten your days with these delicious cupcakes!",Fresh Bakery,Selection Fresh Baked Vanilla Cupcakes 12 Units-288463,Selection Fresh Baked Vanilla Cupcakes 12 Units,Selection Fresh Baked Vanilla Cupcakes 12 Units,Selection Fresh Baked Vanilla Cupcakes 12 Units,W288463_1.jpg,W288463_1.jpg,W288463_1.jpg,W288463_1.jpg,"W288463_1.jpg,W288463_2.jpg,W288463_3.jpg,W288463_4.jpg,W288463_5.jpg,W288463_6.jpg","cost=1300.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
288459,Default,simple,Default Category/Shop by Category/Fresh Bakery,"base,mailpacshopclub",Selection Freshly Baked Vanilla Chocolate Cupcakes 12 Units,1,1495.0,,,,"Sweeten your special moments with this irresistible combination of Vanilla and Chocolate Cupcakes from Member's Selection! A perfect mix in a traditional batter, decorated with cream and colored candies. This pack includes 12 units, 6 vanilla and 6 chocolate. Share the joy in every bite with friends and family on any occasion.",Fresh Bakery,Selection Freshly Baked Vanilla Chocolate Cupcakes 12 Units-288459,Selection Freshly Baked Vanilla Chocolate Cupcakes 12 Units,Selection Freshly Baked Vanilla Chocolate Cupcakes 12 Units,Selection Freshly Baked Vanilla Chocolate Cupcakes 12 Units,W288459_1.jpg,W288459_1.jpg,W288459_1.jpg,W288459_1.jpg,"W288459_1.jpg,W288459_2.jpg,W288459_3.jpg,W288459_4.jpg,W288459_5.jpg,W288459_6.jpg","cost=1300.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
172794,Default,simple,Default Category/Shop by Category/Candy| Chocolate | Gum,"base,mailpacshopclub",Hershey's Assorted Chocolate Nuggets 1.47 kg / 52 oz,1,3713.35,,,,"Enjoy this big pack of delicious Hershey's nuggets in a variety of flavors. Try sweet dark chocolate with almonds nuggets, extra creamy milk chocolate nuggets with toffee and almonds; and traditional milk chocolate and dark chocolate nuggets.  There is a different chocolate flavor for every occasion.",Candy| Chocolate | Gum,Hershey's Assorted Chocolate Nuggets 1.47 kg / 52 oz-172794,Hershey's Assorted Chocolate Nuggets 1.47 kg / 52 oz,Hershey's Assorted Chocolate Nuggets 1.47 kg / 52 oz,Hershey's Assorted Chocolate Nuggets 1.47 kg / 52 oz,W172794_1.jpg,W172794_1.jpg,W172794_1.jpg,W172794_1.jpg,"W172794_1.jpg,W172794_2.jpg,W172794_3.jpg,W172794_4.jpg","cost=3229.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
261886,Default,simple,Default Category/Shop by Category/Fresh Bakery,"base,mailpacshopclub",Selection Freshly Baked Vanilla Cake 50 to 60 Slices,1,4295.0,,,,"Delight yourself with our delicious Member's Selection Medium Daily Baked Vanilla Cake! Each bite will transport you to a world of traditional vanilla flavor, combined with a smooth dulce de leche filling and decorated with luscious vanilla buttercream. Prepared and baked daily with fresh and selected ingredients, this cake is ideal to share with your loved ones on any special occasion. Enjoy it after lunch, for a quick afternoon snack, or as part of a family gathering. With a capacity of 50 to 60 slices, perfect for a large party.",Fresh Bakery,Selection Freshly Baked Vanilla Cake 50 to 60 Slices-261886,Selection Freshly Baked Vanilla Cake 50 to 60 Slices,Selection Freshly Baked Vanilla Cake 50 to 60 Slices,Selection Freshly Baked Vanilla Cake 50 to 60 Slices,W261886_1.jpg,W261886_1.jpg,W261886_1.jpg,W261886_1.jpg,"W261886_1.jpg,W261886_2.jpg,W261886_3.jpg,W261886_4.jpg,W261886_5.jpg,W261886_6.jpg","cost=3734.78,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
276720,Default,simple,Default Category/Shop by Category/Cookies| Desserts| and Ice Cream,"base,mailpacshopclub",Ovaltine Cookies 15 units / 38 g,1,1102.85,,,,"Ovaltine Cookies 15 units, 38 g.",Cookies| Desserts| and Ice Cream,Ovaltine Cookies 15 units / 38 g-276720,Ovaltine Cookies 15 units / 38 g,Ovaltine Cookies 15 units / 38 g,Ovaltine Cookies 15 units / 38 g,W276720_1.jpg,W276720_1.jpg,W276720_1.jpg,W276720_1.jpg,W276720_1.jpg,"cost=959.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
452175,Default,simple,Default Category/Shop by Category/Meat,"base,mailpacshopclub",Smart Pak Fresh Cured Pig Tail 2 kg / 4.4 lb Bag,1,2356.35,,,,"Local product | Cured Pork Tail, a delicacy that combines tradition and flavor in every bite. An irresistible delicacy with a curing process that enhances its quality. Discover true indulgence with this premium product and delight your palate like never before.",Meat,Smart Pak Fresh Cured Pig Tail 2 kg / 4.4 lb Bag-452175,Smart Pak Fresh Cured Pig Tail 2 kg / 4.4 lb Bag,Smart Pak Fresh Cured Pig Tail 2 kg / 4.4 lb Bag,Smart Pak Fresh Cured Pig Tail 2 kg / 4.4 lb Bag,W452175_1.jpg,W452175_1.jpg,W452175_1.jpg,W452175_1.jpg,"W452175_1.jpg,W452175_2.jpg,W452175_3.jpg,W452175_4.jpg,W452175_5.jpg","cost=2049.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
172768,Default,simple,Default Category/Shop by Category/Candy| Chocolate | Gum,"base,mailpacshopclub",Hershey's Cookies 'N' Creme Snack Size Bars 904 g / 31.9 oz,1,2206.85,,,,"If you love chocolate (or cookies and cream ice cream), then you’ll appreciate the delicious combination of crunchy chocolate cookie bits and smooth white creme. HERSHEY'S COOKIES 'N' CREME snack Bars pack this classic flavor combo into each delicious bite.",Candy| Chocolate | Gum,Hershey's Cookies 'N' Creme Snack Size Bars 904 g / 31.9 oz-172768,Hershey's Cookies 'N' Creme Snack Size Bars 904 g / 31.9 oz,Hershey's Cookies 'N' Creme Snack Size Bars 904 g / 31.9 oz,Hershey's Cookies 'N' Creme Snack Size Bars 904 g / 31.9 oz,W172768_1.jpg,W172768_1.jpg,W172768_1.jpg,W172768_1.jpg,"W172768_1.jpg,W172768_2.jpg,W172768_3.jpg,W172768_4.jpg,W172768_5.jpg","cost=1919.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
479040,Default,simple,Default Category/Shop by Category/Deli Meats,"base,mailpacshopclub",Dietz & Watson Honey Turkey Breast 454 g / 16 oz,1,2183.85,,,,"Imported from the farms to your fridge, with just the right touch of sweet honey flavor added. Honey turkey breast is made from grain-fed vegetarian turkey and vacuum-packed to retain all its freshness. Conveniently pre-cut to carry in your lunchbox (and as a midnight snack).",Deli Meats,Dietz & Watson Honey Turkey Breast 454 g / 16 oz-479040,Dietz & Watson Honey Turkey Breast 454 g / 16 oz,Dietz & Watson Honey Turkey Breast 454 g / 16 oz,Dietz & Watson Honey Turkey Breast 454 g / 16 oz,W479040_1.jpg,W479040_1.jpg,W479040_1.jpg,W479040_1.jpg,"W479040_1.jpg,W479040_2.jpg,W479040_3.jpg","cost=1899.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
261901,Default,simple,Default Category/Shop by Category/Fresh Bakery,"base,mailpacshopclub",Selection Freshly Baked Vanilla Chocolate Cake 40 to 50 Slices,1,4295.0,,,,"Looking for a delicious cake to share with friends and family? Try our freshly baked vanilla and chocolate cake from Member's Selection. With its traditional vanilla-flavored crust and dulce de leche filling, it's a real treat for the senses! Plus, it's decorated with a luscious vanilla buttercream that will make everyone want to repeat it. Our cake is prepared and baked daily with fresh and carefully selected ingredients to ensure the best quality. With a medium size of 40 to 50 slices, it is perfect for any celebration or simply to enjoy at home.",Fresh Bakery,Selection Freshly Baked Vanilla Chocolate Cake 40 to 50 Slices-261901,Selection Freshly Baked Vanilla Chocolate Cake 40 to 50 Slices,Selection Freshly Baked Vanilla Chocolate Cake 40 to 50 Slices,Selection Freshly Baked Vanilla Chocolate Cake 40 to 50 Slices,W261901_1.jpg,W261901_1.jpg,W261901_1.jpg,W261901_1.jpg,"W261901_1.jpg,W261901_2.jpg,W261901_3.jpg,W261901_4.jpg,W261901_5.jpg,W261901_6.jpg","cost=3734.78,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
468082,Default,simple,Default Category/Shop by Category/Deli Meats,"base,mailpacshopclub",Tyson Turkey Ham 2 Units / 340 g / 12 oz,1,1263.85,,,,"Imported product, 2 units of 340 g each, cured turkey thigh, with 20% added water. Fully cooked Turkey and 95% fat-free. You can prepare it in sandwiches, add it to salads and much more. Keep frozen. Turkey breast is known for being low in fat, which makes it a healthier option for those seeking to maintain a balanced diet. Net weight: 680 g.",Deli Meats,Tyson Turkey Ham 2 Units / 340 g / 12 oz-468082,Tyson Turkey Ham 2 Units / 340 g / 12 oz,Tyson Turkey Ham 2 Units / 340 g / 12 oz,Tyson Turkey Ham 2 Units / 340 g / 12 oz,W468082_1.jpg,W468082_1.jpg,W468082_1.jpg,W468082_1.jpg,"W468082_1.jpg,W468082_2.jpg,W468082_3.jpg,W468082_4.jpg","cost=1099.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
276418,Default,simple,Default Category/Shop by Category/Fresh Bakery,"base,mailpacshopclub",Selection Freshly Baked Vanilla Cake with Dulce de Leche 80 to 100 Slices,1,7295.0,,,,"Celebrate the most special moments with Member's Selection's exquisite Vanilla Cake with Dulce de Leche! Made with traditional vanilla dough, filled with dulce de leche, and decorated with soft vanilla cream. Surprise everyone with this delicious temptation for 80 to 100 people. Ideal for birthdays, weddings, and any celebration. Its flavor and presentation will leave everyone captivated.",Fresh Bakery,Selection Freshly Baked Vanilla Cake with Dulce de Leche 80 to 100 Slices-276418,Selection Freshly Baked Vanilla Cake with Dulce de Leche 80 to 100 Slices,Selection Freshly Baked Vanilla Cake with Dulce de Leche 80 to 100 Slices,Selection Freshly Baked Vanilla Cake with Dulce de Leche 80 to 100 Slices,W276418_1.jpg,W276418_1.jpg,W276418_1.jpg,W276418_1.jpg,"W276418_1.jpg,W276418_2.jpg,W276418_3.jpg,W276418_4.jpg,W276418_5.jpg,W276418_6.jpg","cost=6343.48,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
98934,Default,simple,Default Category/Shop by Category/Deli Meats,"base,mailpacshopclub",Selection Premium Turkey Breast 2 Units / 340 g / 12 oz,1,1597.35,,,,"Imported product | Find in our clubs baked and sliced premium quality turkey breast, with added caramel color. Sliced turkey breast is a healthier choice compared to other types of ham due to its low fat and sodium content. Fully cooked and ready to eat. It is the perfect ingredient for salads, sandwiches and other delicious dishes. You can add turkey breast slices to green salads or pasta salads to increase the protein content and enhance the flavor. Surprise your loved ones with the delicious taste of our turkey breast. Net weight: 680 g.",Deli Meats,Selection Premium Turkey Breast 2 Units / 340 g / 12 oz-98934,Selection Premium Turkey Breast 2 Units / 340 g / 12 oz,Selection Premium Turkey Breast 2 Units / 340 g / 12 oz,Selection Premium Turkey Breast 2 Units / 340 g / 12 oz,W98934_1.jpg,W98934_1.jpg,W98934_1.jpg,W98934_1.jpg,"W98934_1.jpg,W98934_2.jpg,W98934_3.jpg,W98934_4.jpg","cost=1389.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
